cik,filing_type,date,film_number,download_link,status
1675149,10-q,2016-12-01,162029141,https://www.sec.gov/Archives/edgar/data/1675149/000119312516782709/d276457d10q.htm,All Good
1055726,10-q,2016-11-09,161982326,https://www.sec.gov/Archives/edgar/data/1055726/000105572616000067/ino-93016x10q.htm,All Good
1055726,10-q,2016-08-08,161812215,https://www.sec.gov/Archives/edgar/data/1055726/000105572616000062/ino-63016x10q.htm,All Good
1055726,10-q,2016-05-09,161629409,https://www.sec.gov/Archives/edgar/data/1055726/000105572616000040/ino-33116x10q.htm,All Good
4962,10-q,2016-10-25,161950342,https://www.sec.gov/Archives/edgar/data/4962/000119312516746492/d258419d10q.htm,All Good
4962,10-q,2016-07-26,161783931,https://www.sec.gov/Archives/edgar/data/4962/000119312516657869/d218447d10q.htm,All Good
4962,10-q,2016-04-27,161594704,https://www.sec.gov/Archives/edgar/data/4962/000119312516558855/d172171d10q.htm,All Good
732712,10-q,2016-10-26,161951675,https://www.sec.gov/Archives/edgar/data/732712/000119312516747399/d257047d10q.htm,All Good
732712,10-q,2016-07-29,161793392,https://www.sec.gov/Archives/edgar/data/732712/000119312516664131/d211980d10q.htm,All Good
732712,10-q,2016-04-28,161598366,https://www.sec.gov/Archives/edgar/data/732712/000119312516562197/d160878d10q.htm,All Good
1132105,10-q,2016-11-18,162006605,https://www.sec.gov/Archives/edgar/data/1132105/000155837016010159/spwh-20161029x10q.htm,All Good
1132105,10-q,2016-08-19,161842176,https://www.sec.gov/Archives/edgar/data/1132105/000155837016008060/spwh-20160730x10q.htm,All Good
1132105,10-q,2016-05-25,161673600,https://www.sec.gov/Archives/edgar/data/1132105/000156459016019918/spwh-10q_20160430.htm,All Good
12927,10-q,2016-10-26,161952105,https://www.sec.gov/Archives/edgar/data/12927/000001292716000153/a201609sep3010-q.htm,All Good
12927,10-q,2016-07-27,161786096,https://www.sec.gov/Archives/edgar/data/12927/000001292716000143/a201606jun3010-q.htm,All Good
12927,10-q,2016-04-27,161594244,https://www.sec.gov/Archives/edgar/data/12927/000001292716000113/a201603mar3110-q.htm,All Good
1597033,10-q,2016-11-02,161968030,https://www.sec.gov/Archives/edgar/data/1597033/000159703316000296/sabr930201610-q.htm,All Good
1597033,10-q,2016-08-02,161799162,https://www.sec.gov/Archives/edgar/data/1597033/000159703316000251/sabr10q-20160630.htm,All Good
1597033,10-q,2016-04-28,161600570,https://www.sec.gov/Archives/edgar/data/1597033/000159703316000199/sabr10q-20160331.htm,All Good
77476,10-q,2016-09-29,161910194,https://www.sec.gov/Archives/edgar/data/77476/000007747616000107/pepsicoq3-10xq932016.htm,All Good
77476,10-q,2016-07-07,161756803,https://www.sec.gov/Archives/edgar/data/77476/000007747616000094/pepsicoq2-10xq6112016.htm,All Good
77476,10-q,2016-04-18,161577018,https://www.sec.gov/Archives/edgar/data/77476/000007747616000074/pepsicoq1-10xq3192016.htm,All Good
18230,10-q,2016-11-02,161966787,https://www.sec.gov/Archives/edgar/data/18230/000001823016000715/cat_10qx9302016.htm,All Good
18230,10-q,2016-08-03,161802825,https://www.sec.gov/Archives/edgar/data/18230/000001823016000630/cat_10qx6302016.htm,All Good
18230,10-q,2016-05-02,161610645,https://www.sec.gov/Archives/edgar/data/18230/000001823016000512/cat_10qx3312016.htm,All Good
19617,10-q,2016-11-01,161964998,https://www.sec.gov/Archives/edgar/data/19617/000001961716001150/corpq32016.htm,All Good
19617,10-q,2016-08-03,161804035,https://www.sec.gov/Archives/edgar/data/19617/000001961716001056/corpq22016.htm,All Good
19617,10-q,2016-04-29,161606842,https://www.sec.gov/Archives/edgar/data/19617/000001961716000960/corpq12016.htm,All Good
93410,10-q,2016-11-03,161970739,https://www.sec.gov/Archives/edgar/data/93410/000009341016000083/cvx-09302016x10qdoc.htm,All Good
93410,10-q,2016-08-04,161806336,https://www.sec.gov/Archives/edgar/data/93410/000009341016000070/cvx-06302016x10qdoc.htm,All Good
93410,10-q,2016-05-05,161622407,https://www.sec.gov/Archives/edgar/data/93410/000009341016000056/cvx-03312016x10qdoc.htm,All Good
836147,10-q,2016-11-14,161992525,https://www.sec.gov/Archives/edgar/data/836147/000143774916041955/mbcn20160830_10q.htm,All Good
836147,10-q,2016-08-10,161821749,https://www.sec.gov/Archives/edgar/data/836147/000143774916037017/mbcn20160630_10q.htm,All Good
