cik,filing_type,date,film_number,download_link,status
4962,10-q,2018-04-25,18774304,https://www.sec.gov/Archives/edgar/data/4962/000000496218000060/axpq11810q.htm,All Good
732712,10-q,2018-05-01,18794359,https://www.sec.gov/Archives/edgar/data/732712/000073271218000022/a2018q110-q.htm,All Good
12927,10-q,2018-04-25,18773528,https://www.sec.gov/Archives/edgar/data/12927/000001292718000018/a201803mar3110-q.htm,All Good
1597033,10-q,2018-05-01,18796000,https://www.sec.gov/Archives/edgar/data/1597033/000159703318000077/sabr3311810-q.htm,All Good
77476,10-q,2018-04-26,18778875,https://www.sec.gov/Archives/edgar/data/77476/000007747618000032/pepsicoq1-10xq3242018.htm,All Good
18230,10-q,2018-05-02,18798323,https://www.sec.gov/Archives/edgar/data/18230/000001823018000136/cat_10qx3312018.htm,All Good
19617,10-q,2018-05-02,18799900,https://www.sec.gov/Archives/edgar/data/19617/000001961718000092/corpq12018.htm,All Good
93410,10-q,2018-05-03,18802535,https://www.sec.gov/Archives/edgar/data/93410/000009341018000016/cvx03312018-10qdoc.htm,All Good
21344,10-q,2018-05-01,18795250,https://www.sec.gov/Archives/edgar/data/21344/000002134418000023/a2018033010-q.htm,All Good
1001039,10-q,2018-02-06,18578635,https://www.sec.gov/Archives/edgar/data/1001039/000162828018001147/fy2018_q1x10qxdoc.htm,All Good
34088,10-q,2018-05-03,18802669,https://www.sec.gov/Archives/edgar/data/34088/000003408818000024/xom10q1q2018.htm,All Good
40545,10-q,2018-05-01,18795750,https://www.sec.gov/Archives/edgar/data/40545/000004054518000032/ge1q201810-q.htm,All Good
47217,10-q,2018-03-01,18658009,https://www.sec.gov/Archives/edgar/data/47217/000004721718000008/hp-13118x10q.htm,All Good
886206,10-q,2018-04-09,18745733,https://www.sec.gov/Archives/edgar/data/886206/000088620618000010/form10q_040918.htm,All Good
886206,10-q,2018-01-09,18518899,https://www.sec.gov/Archives/edgar/data/886206/000088620618000004/form10q_010918.htm,All Good
51143,10-q,2018-04-24,18771632,https://www.sec.gov/Archives/edgar/data/51143/000110465918026178/a18-8695_110q.htm,All Good
200406,10-q,2018-05-01,18796040,https://www.sec.gov/Archives/edgar/data/200406/000020040618000019/a1q10q04-01x18.htm,All Good
70858,10-q,2018-04-30,18790558,https://www.sec.gov/Archives/edgar/data/70858/000007085818000020/bac-331201810xq.htm,All Good
80424,10-q,2018-04-19,18763918,https://www.sec.gov/ix?doc=/Archives/edgar/data/80424/000008042418000034/fy1718q3jfm10-qreport.htm,All Good
80424,10-q,2018-01-23,18542591,https://www.sec.gov/ix?doc=/Archives/edgar/data/80424/000008042418000013/fy1718q2ond10-qreport.htm,All Good
732717,10-q,2018-05-03,18805094,https://www.sec.gov/Archives/edgar/data/732717/000073271718000024/q1_10q.htm,All Good
86312,10-q,2018-04-24,18770093,https://www.sec.gov/Archives/edgar/data/86312/000008631218000008/trv-3312018x10q.htm,All Good
101829,10-q,2018-04-27,18780939,https://www.sec.gov/Archives/edgar/data/101829/000010182918000009/a2018-03x3110xq.htm,All Good
858877,10-q,2018-02-20,18625718,https://www.sec.gov/Archives/edgar/data/858877/000085887718000004/a10qq2fy18.htm,All Good
50863,10-q,2018-04-27,18780092,https://www.sec.gov/Archives/edgar/data/50863/000005086318000013/a0331201810qdocument.htm,All Good
789019,10-q,2018-04-26,18778616,https://www.sec.gov/Archives/edgar/data/789019/000156459018009307/msft-10q_20180331.htm,All Good
789019,10-q,2018-01-31,18562797,https://www.sec.gov/Archives/edgar/data/789019/000156459018001129/msft-10q_20171231.htm,All Good
949870,10-q,2018-04-25,18774837,https://www.sec.gov/Archives/edgar/data/949870/000119312518131461/d557767d10q.htm,All Good
831001,10-q,2018-05-01,18796399,https://www.sec.gov/Archives/edgar/data/831001/000083100118000046/c-3312018x10q.htm,All Good
5272,10-q,2018-05-03,18803821,https://www.sec.gov/Archives/edgar/data/5272/000000527218000031/maindocument001.htm,All Good
773840,10-q,2018-04-20,18765825,https://www.sec.gov/Archives/edgar/data/773840/000093041318001371/c90468_10q.htm,All Good
764180,10-q,2018-04-26,18776805,https://www.sec.gov/Archives/edgar/data/764180/000076418018000038/a2018form10qq12018.htm,All Good
51434,10-q,2018-05-08,18812486,https://www.sec.gov/Archives/edgar/data/51434/000005143418000015/ip-3312018xform10xq.htm,All Good
1800,10-q,2018-05-02,18799835,https://www.sec.gov/Archives/edgar/data/1800/000110465918029831/a18-8658_110q.htm,All Good
4977,10-q,2018-05-04,18805365,https://www.sec.gov/Archives/edgar/data/4977/000000497718000073/afl3311810q.htm,All Good
2969,10-q,2018-04-26,18777659,https://www.sec.gov/ix?doc=/Archives/edgar/data/2969/000000296918000026/apd-10qx31mar2018.htm,All Good
2969,10-q,2018-01-26,18550821,https://www.sec.gov/ix?doc=/Archives/edgar/data/2969/000000296918000014/apd-10qx31dec2017.htm,All Good
1237831,10-q,2018-05-03,18804452,https://www.sec.gov/Archives/edgar/data/1237831/000123783118000023/gmed3311810q.htm,All Good
4904,10-q,2018-04-26,18779836,https://www.sec.gov/Archives/edgar/data/4904/000000490418000019/aep10q20181q.htm,All Good
4904,10-q,2018-04-26,18779836,https://www.sec.gov/Archives/edgar/data/4904/000000490418000019/aep10q20181q.htm,All Good
4904,10-q,2018-04-26,18779836,https://www.sec.gov/Archives/edgar/data/4904/000000490418000019/aep10q20181q.htm,All Good
4904,10-q,2018-04-26,18779836,https://www.sec.gov/Archives/edgar/data/4904/000000490418000019/aep10q20181q.htm,All Good
4904,10-q,2018-04-26,18779836,https://www.sec.gov/Archives/edgar/data/4904/000000490418000019/aep10q20181q.htm,All Good
4447,10-q,2018-05-01,18795711,https://www.sec.gov/Archives/edgar/data/4447/000156459018010026/hes-10q_20180331.htm,All Good
773910,10-q,2018-05-01,18795913,https://www.sec.gov/Archives/edgar/data/773910/000077391018000023/apc20181q-10q.htm,All Good
315293,10-q,2018-05-04,18808021,https://www.sec.gov/Archives/edgar/data/315293/000162828018005956/q12018aonplc.htm,All Good
6769,10-q,2018-05-03,18803431,https://www.sec.gov/Archives/edgar/data/6769/000173303718000003/apaq1201810q.htm,All Good
7084,10-q,2018-05-01,18795637,https://www.sec.gov/Archives/edgar/data/7084/000000708418000021/adm-2018331x10q.htm,All Good
8670,10-q,2018-05-04,18806460,https://www.sec.gov/Archives/edgar/data/8670/000000867018000007/q3fy1810q.htm,All Good
8670,10-q,2018-02-01,18567118,https://www.sec.gov/Archives/edgar/data/8670/000000867018000003/q2fy1810q.htm,All Good
866787,10-q,2018-03-16,18696474,https://www.sec.gov/Archives/edgar/data/866787/000119312518085999/d539303d10q.htm,All Good
8818,10-q,2018-05-01,18795450,https://www.sec.gov/Archives/edgar/data/8818/000110465918029350/a18-8604_110q.htm,All Good
1442145,10-q,2018-05-01,18795763,https://www.sec.gov/Archives/edgar/data/1442145/000144214518000024/vrsk-201833110q.htm,All Good
9389,10-q,2018-05-04,18807792,https://www.sec.gov/Archives/edgar/data/9389/000155837018004021/bll-20180331x10q.htm,All Good
9389,10-q,2018-05-04,18807792,https://www.sec.gov/Archives/edgar/data/9389/000155837018004021/bll-20180331x10q.htm,All Good
9389,10-q,2018-05-04,18807792,https://www.sec.gov/Archives/edgar/data/9389/000155837018004021/bll-20180331x10q.htm,All Good
9389,10-q,2018-05-04,18807792,https://www.sec.gov/Archives/edgar/data/9389/000155837018004021/bll-20180331x10q.htm,All Good
9389,10-q,2018-05-04,18807792,https://www.sec.gov/Archives/edgar/data/9389/000155837018004021/bll-20180331x10q.htm,All Good
1390777,10-q,2018-05-08,18812942,https://www.sec.gov/Archives/edgar/data/1390777/000139077718000083/form10-q_1q18.htm,All Good
10795,10-q,2018-05-03,18803569,https://www.sec.gov/Archives/edgar/data/10795/000001079518000018/bdx0331201810-q.htm,All Good
10795,10-q,2018-02-06,18577315,https://www.sec.gov/Archives/edgar/data/10795/000001079518000008/bdx1231201710-q.htm,All Good
11199,10-q,2018-04-27,18783410,https://www.sec.gov/Archives/edgar/data/11199/000001119918000027/bms-20180331x10q.htm,All Good
1067983,10-q,2018-05-07,18809612,https://www.sec.gov/Archives/edgar/data/1067983/000119312518153460/d539101d10q.htm,All Good
12659,10-q,2018-03-08,18674372,https://www.sec.gov/Archives/edgar/data/12659/000157484218000007/hrb2018013110q.htm,All Good
885725,10-q,2018-05-01,18793034,https://www.sec.gov/Archives/edgar/data/885725/000088572518000021/q12018form10-q.htm,All Good
1555280,10-q,2018-05-02,18797601,https://www.sec.gov/Archives/edgar/data/1555280/000155528018000171/a2018q1form10-q.htm,All Good
14272,10-q,2018-04-26,18777285,https://www.sec.gov/Archives/edgar/data/14272/000001427218000117/bmy-20180331x10q.htm,All Good
14693,10-q,2018-03-07,18673946,https://www.sec.gov/Archives/edgar/data/14693/000001469318000016/bfb-1312018x10qjanuary.htm,All Good
858470,10-q,2018-04-27,18782306,https://www.sec.gov/Archives/edgar/data/858470/000085847018000022/cog-03312018x10q.htm,All Good
16732,10-q,2018-03-05,18666354,https://www.sec.gov/Archives/edgar/data/16732/000001673218000026/cpb-1282018x10xq.htm,All Good
815097,10-q,2018-03-22,18706298,https://www.sec.gov/Archives/edgar/data/815097/000081509718000018/q1201810-q.htm,All Good
701221,10-q,2018-05-03,18802829,https://www.sec.gov/Archives/edgar/data/701221/000110465918030187/a18-8638_110q.htm,All Good
20520,10-q,2018-05-04,18805182,https://www.sec.gov/Archives/edgar/data/20520/000002052018000014/ftr-20180331x10q.htm,All Good
764065,10-q,2018-04-24,18770382,https://www.sec.gov/Archives/edgar/data/764065/000076406518000088/clf-201833110xq.htm,All Good
21076,10-q,2018-05-02,18799799,https://www.sec.gov/Archives/edgar/data/21076/000002107618000007/clxq3fy1810q.htm,All Good
21076,10-q,2018-02-02,18570857,https://www.sec.gov/Archives/edgar/data/21076/000002107618000004/clxq2fy1810q.htm,All Good
811156,10-q,2018-04-26,18776632,https://www.sec.gov/Archives/edgar/data/201533/000110465918026997/a18-8685_110q.htm,All Good
1710366,10-q,2018-05-03,18801731,https://www.sec.gov/Archives/edgar/data/1710366/000171036618000012/a3311810-q.htm,All Good
21665,10-q,2018-04-27,18781227,https://www.sec.gov/Archives/edgar/data/21665/000002166518000008/cl-3312018x10q.htm,All Good
28412,10-q,2018-04-30,18790986,https://www.sec.gov/Archives/edgar/data/28412/000002841218000113/cma-2018q110q.htm,All Good
28412,10-q,2018-04-30,18790986,https://www.sec.gov/Archives/edgar/data/28412/000002841218000113/cma-2018q110q.htm,All Good
28412,10-q,2018-04-30,18790986,https://www.sec.gov/Archives/edgar/data/28412/000002841218000113/cma-2018q110q.htm,All Good
28412,10-q,2018-04-30,18790986,https://www.sec.gov/Archives/edgar/data/28412/000002841218000113/cma-2018q110q.htm,All Good
